Sample;plate;mat_type;Day;Rat_name;Well;ID_no;Target;Dye;Task;D_Rn;Conc_ngul;Below std;Note;Action;Cq_mean;Cq_sd;quantity_mean;quantity_sd
F16R19;A2;Feces;16;R19;E1;Sample 29;PBU PBR;SYBR;Sample;0,056;1;;;;13,98071199;0,225940618;208739,8144;27123,9228
F16R31;A2;Feces;16;R31;P19;Sample 111;PBU PBR;SYBR;Sample;0,056;1;<STD curve;high CQ. Wrong dilution.;Include for now;32,98904973;0,648306332;3,391659075;1,249569569
F16R32;A2;Feces;16;R32;O13;Sample 102;PBU PBR;SYBR;Sample;0,056;1;;;;13,30555882;0,121469919;308018,4788;21488,70524
F16R34;A2;Feces;16;R34;F13;Sample 39;PBU PBR;SYBR;Sample;0,056;1;;;;13,36895192;0,164597985;297261,8322;27896,77602
F16R42;A2;Feces;16;R42;E4;Sample 30;PBU PBR;SYBR;Sample;0,056;1;;;;11,6573732;0,208887775;806962,1604;101107,7472
F16R45;A2;Feces;16;R45;B4;Sample 9;PBU PBR;SYBR;Sample;0,056;1;;;;12,25381169;0,24715816;571265,0217;82398,41122
F16R47;A2;Feces;16;R47;A10;Sample 4;PBU PBR;SYBR;Sample;0,056;1;;;;13,14217127;0,249422706;340535,8838;47767,77065
F20R09;A2;Feces;20;R09;G4;Sample 43;PBU PBR;SYBR;Sample;0,056;1;;;;13,01111646;0,179520759;366363,5166;38654,23512
F20R10;A2;Feces;20;R10;E7;Sample 31;PBU PBR;SYBR;Sample;0,056;1;;;;12,2600831;0,307879742;571534,8799;106975,0016
F20R11;A2;Feces;20;R11;J16;Sample 68;PBU PBR;SYBR;Sample;0,056;1;;;;13,77398486;0,185726875;234998,6268;24800,96998
F20R12;A2;Feces;20;R12;L16;Sample 82;PBU PBR;SYBR;Sample;0,056;1;;;;13,54088339;0,0315997;268161,982;4959,086523
F20R19;A2;Feces;20;R19;K1;Sample 70;PBU PBR;SYBR;Sample;0,056;1;;;;13,44044804;0,123511349;284764,7563;20082,66214
F20R32;A2;Feces;20;R32;H1;Sample 49;PBU PBR;SYBR;Sample;0,056;1;;;;13,92183909;0,519815328;221782,1153;71765,09449
F20R34;A2;Feces;20;R34;B7;Sample 10;PBU PBR;SYBR;Sample;0,056;1;;;;13,24547305;0,215637019;320159,3467;40971,0968
F21R09;A2;Feces;21;R09;G19;Sample 48;PBU PBR;SYBR;Sample;0,056;1;;;;13,67332201;0,089661335;248457,7765;13082,90467
F21R12;A2;Feces;21;R12;D16;Sample 27;PBU PBR;SYBR;Sample;0,056;1;;;;13,13365784;0,214037149;341659,7353;42978,34979
F21R20;A2;Feces;21;R20;D1;Sample 22;PBU PBR;SYBR;Sample;0,056;1;;;;12,90805197;0,016397931;387612,258;3703,557958
F21R21;A2;Feces;21;R21;M1;Sample 84;PBU PBR;SYBR;Sample;0,056;1;;;;13,16493574;0,167556113;334812,3945;32747,89691
F21R22;A2;Feces;21;R22;M10;Sample 87;PBU PBR;SYBR;Sample;0,056;1;;;;13,450671;0,077839354;282785,213;12655,83999
F21R24;A2;Feces;21;R24;I7;Sample 58;PBU PBR;SYBR;Sample;0,056;1;;;;13,48922759;0,212581975;277762,4727;35388,3491
F21R31;A2;Feces;21;R31;K10;Sample 73;PBU PBR;SYBR;Sample;0,056;1;;;;12,91146682;0,062366276;387000,5561;14048,52836
F21R45;A2;Feces;21;R45;I10;Sample 59;PBU PBR;SYBR;Sample;0,056;1;;;;13,53099679;0,171050345;270573,9648;26994,65246
F8R02;A2;Feces;8;R02;N1;Sample 91;PBU PBR;SYBR;Sample;0,056;1;;;;13,27499292;0,296746627;316060,3663;51892,992
F8R04;A2;Feces;8;R04;M16;Sample 89;PBU PBR;SYBR;Sample;0,056;1;;;;10,95911784;0,060896927;1206232,296;42813,12034
F8R06;A2;Feces;8;R06;I16;Sample 61;PBU PBR;SYBR;Sample;0,056;1;;;;14,08386982;0,15471076;195986,5966;18075,69846
F8R07;A2;Feces;8;R07;P16;Sample 110;PBU PBR;SYBR;Sample;0,056;1;;;;11,46496752;0,498856504;922117,5976;242443,5663
F8R10;A2;Feces;8;R10;C13;Sample 19;PBU PBR;SYBR;Sample;0,056;1;;;;11,04421495;0,260660016;1156007,232;167180,8729
F8R13;A2;Feces;8;R13;K13;Sample 74;PBU PBR;SYBR;Sample;0,056;1;;;;11,85322994;0,096641316;717130,7395;40676,50094
F8R14;A2;Feces;8;R14;J10;Sample 66;PBU PBR;SYBR;Sample;0,056;1;;;;14,16203718;0,028951632;186769,5421;3149,246171
F8R19;A2;Feces;8;R19;A16;Sample 6;PBU PBR;SYBR;Sample;0,056;1;;;;11,40269898;0,075034094;931859,6467;41208,01188
F8R20;A2;Feces;8;R20;I1;Sample 56;PBU PBR;SYBR;Sample;0,056;1;;;;13,25417052;0,316951251;320560,2704;61326,72456
F8R24;A2;Feces;8;R24;F16;Sample 40;PBU PBR;SYBR;Sample;0,056;1;;;;11,54224812;0,11283485;859807,3189;55779,64426
F8R26;A2;Feces;8;R26;K16;Sample 75;PBU PBR;SYBR;Sample;0,056;1;;;;13,20778098;0,068232383;325698,9005;13085,3019
F8R27;A2;Feces;8;R27;D10;Sample 25;PBU PBR;SYBR;Sample;0,056;1;;;;12,60608121;0,166702683;463539,9048;43673,64498
F8R31;A2;Feces;8;R31;O4;Sample 99;PBU PBR;SYBR;Sample;0,056;1;;;;12,86782836;0,157970305;397889,0264;35723,78421
F8R35;A2;Feces;8;R35;N7;Sample 93;PBU PBR;SYBR;Sample;0,056;1;;;;10,42244564;0,209944042;1656165,631;198629,1631
F8R42;A2;Feces;8;R42;C1;Sample 15;PBU PBR;SYBR;Sample;0,056;1;;;;10,01962923;0,112257068;2086644,719;134590,0011
F8R44;A2;Feces;8;R44;J1;Sample 63;PBU PBR;SYBR;Sample;0,056;1;;;;13,54558713;0,131927798;267931,1938;20955,99395
F8R47;A2;Feces;8;R47;H7;Sample 51;PBU PBR;SYBR;Sample;0,056;1;;;;10,27701441;0,123935899;1796764,454;127525,1014
Il21R07;A2;Ileum;21;R07;H16;Sample 54;PBU PBR;SYBR;Sample;0,056;1;;;;14,23430678;0,082802424;179193,646;8537,878186
Il21R08;A2;Ileum;21;R08;A13;Sample 5;PBU PBR;SYBR;Sample;0,056;1;;;;18,41643156;0,264506783;15808,68341;2525,169679
Il21R09;A2;Ileum;21;R09;O7;Sample 100;PBU PBR;SYBR;Sample;0,056;1;;LOW;;13,86255041;0,206756946;223392,5396;26284,05497
Il21R11;A2;Ileum;21;R11;N10;Sample 94;PBU PBR;SYBR;Sample;0,056;1;;LOW;;13,25051927;0,030925216;317559,4786;5744,252518
Il21R21;A2;Ileum;21;R21;M4;Sample 85;PBU PBR;SYBR;Sample;0,056;0,296;;LOW;;16,60087329;0,340213721;45749,26336;9507,925338
Il21R31;A2;Ileum;21;R31;L1;Sample 77;PBU PBR;SYBR;Sample;0,056;1;;;;15,88546145;0,186687983;68725,16642;7310,18725
Il21R33;A2;Ileum;21;R33;O1;Sample 98;PBU PBR;SYBR;Sample;0,056;1;;;;14,596179;0,272333294;145948,5379;23047,91545
Il21R35;A2;Ileum;21;R35;G16;Sample 47;PBU PBR;SYBR;Sample;0,056;1;;;;17,96023188;0,150253557;20503,76415;1752,684182
Il21R36;A2;Ileum;21;R36;H4;Sample 50;PBU PBR;SYBR;Sample;0,056;1;;;;20,75409021;0,174262852;4033,884293;420,3969646
Il21R43;A2;Ileum;21;R43;A7;Sample 3;PBU PBR;SYBR;Sample;0,056;1;;;;18,69088318;0,171733984;13409,21519;1323,224579
Il21R45;A2;Ileum;21;R45;P1;Sample 105;PBU PBR;SYBR;Sample;0,056;1;;;;13,13222751;0,099541755;340453,1732;19722,66806
Il8R03;A2;Ileum;8;R03;J4;Sample 64;PBU PBR;SYBR;Sample;0,056;1;;;;17,44075229;0,114447268;27717,24299;1821,255251
Il8R13;A2;Ileum;8;R13;M19;Sample 90;PBU PBR;SYBR;Sample;0,056;1;;LOW;;15,17004495;0,089251775;103929,4129;5336,655164
Il8R16;A2;Ileum;8;R16;L13;Sample 81;PBU PBR;SYBR;Sample;0,056;0,38;;LOW;;14,74256751;0,111614401;133370,4339;8519,15881
Il8R18;A2;Ileum;8;R18;M7;Sample 86;PBU PBR;SYBR;Sample;0,056;0,5;;LOW;;14,8111165;0,265011601;128982,5154;19590,00138
Il8R25;A2;Ileum;8;R25;H13;Sample 53;PBU PBR;SYBR;Sample;0,056;1;;;;19,13828798;0,196927305;10343,92925;1145,856456
Il8R26;A2;Ileum;8;R26;F10;Sample 38;PBU PBR;SYBR;Sample;0,056;1;;LOW;;12,5187708;0,21832583;488774,898;59706,27639
Il8R28;A2;Ileum;8;R28;A1;Sample 1;PBU PBR;SYBR;Sample;0,056;1;;LOW;;12,81368392;0,368782011;415785,1316;88173,57327
Il8R30;A2;Ileum;8;R30;D4;Sample 23;PBU PBR;SYBR;Sample;0,056;1;;;;11,79073966;0,324739092;751475,9356;133624,3629
Il8R38;A2;Ileum;8;R38;B10;Sample 11;PBU PBR;SYBR;Sample;0,056;1;;LOW;;14,48865989;0,19204235;155054,8036;17473,03951
Il8R41;A2;Ileum;8;R41;I19;Sample 62;PBU PBR;SYBR;Sample;0,056;1;;;;16,52523381;0,141650793;47273,06222;3845,365559
Il8R42;A2;Ileum;8;R42;O10;Sample 101;PBU PBR;SYBR;Sample;0,056;1;;LOW;;12,02715584;0,261178032;652496,7569;102553,4929
Mock-06;A2;Mock;;;G7;Sample 44;PBU PBR;SYBR;Sample;0,056;1;<STD curve;;;33,14196849;0,565588964;3,062950604;0,909814912
Mock-07;A2;Mock;;;H10;Sample 52;PBU PBR;SYBR;Sample;0,056;1;<STD curve;;;34,00450905;0,911370727;1,95401515;0,917386755
Mock-08;A2;Mock;;;B16;Sample 13;PBU PBR;SYBR;Sample;0,056;1;<STD curve;;;33,17522593;0,561395992;3,006389097;0,939285814
WTR;A2;WTRQ;;;O22;Vand;PBU PBR;SYBR;Negative Control;0,056;;<STD curve;;;33,97984554;0,220875886;NA;NA
WTRP-05;A2;WTRP;;;P4;Sample 106;PBU PBR;SYBR;Sample;0,056;;<STD curve;;;34,02276133;0,71029931;1,871904163;0,71912034
WTRP-06;A2;WTRP;;;L7;Sample 79;PBU PBR;SYBR;Sample;0,056;;<STD curve;;;33,39534603;0,43339372;2,607858502;0,625410249
WTRP-07;A2;WTRP;;;G10;Sample 45;PBU PBR;SYBR;Sample;0,056;;<STD curve;;;33,45494531;0,055416083;2,468580083;0,080313853
WTRP-08;A2;WTRP;;;N13;Sample 95;PBU PBR;SYBR;Sample;0,056;;<STD curve;;;32,58473817;1,339996347;5,062696213;4,117016362
WTRP-09;A2;WTRP;;;K19;Sample 76;PBU PBR;SYBR;Sample;0,056;;<STD curve;;;33,57294419;0,625129255;2,405167072;0,84218618
WTRX-3;A2;WTRX;;;D19;Sample 28;PBU PBR;SYBR;Sample;0,056;;<STD curve;;;33,00556184;0,524115056;3,300368145;0,908393782
C21R10;A3;Cecum;21;R10;C1;Sample 15;PBU PBR;SYBR;Sample;0,062;1;;;;14,94210331;0,058334978;175643,711;5788,445607
C21R21;A3;Cecum;21;R21;E13;Sample 33;PBU PBR;SYBR;Sample;0,062;1;;;;14,99984645;0,061000996;170059,2667;5853,152754
C21R47;A3;Cecum;21;R47;E7;Sample 31;PBU PBR;SYBR;Sample;0,062;1;;;;14,63031172;0,196380734;209925,7323;22893,02678
C8R13;A3;Cecum;8;R13;N10;Sample 94;PBU PBR;SYBR;Sample;0,062;1;;;;14,93466357;0,085711973;176448,3425;8354,342073
C8R14;A3;Cecum;8;R14;D1;Sample 22;PBU PBR;SYBR;Sample;0,062;1;;;;15,18198676;0,123353897;153750,9124;10712,27398
C8R17;A3;Cecum;8;R17;I16;Sample 61;PBU PBR;SYBR;Sample;0,062;1;;;;14,67193353;0,098740176;204476,9986;11405,78392
C8R18;A3;Cecum;8;R18;E16;Sample 34;PBU PBR;SYBR;Sample;0,062;1;;;;14,00190591;0,107262854;297659,2586;18173,69896
C8R26;A3;Cecum;8;R26;P10;Sample 108;PBU PBR;SYBR;Sample;0,062;1;;;;13,95283741;0,202329394;306894,3613;34834,94707
C8R30;A3;Cecum;8;R30;L13;Sample 81;PBU PBR;SYBR;Sample;0,062;1;;;;14,12256568;0,177699266;278776,9724;27265,05294
C8R40;A3;Cecum;8;R40;H10;Sample 52;PBU PBR;SYBR;Sample;0,062;1;;;;15,33282306;0,307049658;142430,4237;23547,67862
E coli 1;A3;Standard;;;A22;E coli 1;PBU PBR;SYBR;Standard;0,062;;;;;9,162822949;NA;10000000;0
E coli 2;A3;Standard;;;C22;E coli 2;PBU PBR;SYBR;Standard;0,062;;;;;11,43530616;0,232979006;1000000;0
E coli 3;A3;Standard;;;E22;E coli 3;PBU PBR;SYBR;Standard;0,062;;;;;16,16436406;0,342912825;100000;0
E coli 4;A3;Standard;;;G22;E coli 4;PBU PBR;SYBR;Standard;0,062;;;;;19,29657251;0,353582907;10000;0
E coli 5;A3;Standard;;;I22;E coli 5;PBU PBR;SYBR;Standard;0,062;;;;;24,15074807;0,497832284;1000;0
E coli 6;A3;Standard;;;K22;E coli 6;PBU PBR;SYBR;Standard;0,062;;;;;28,86068661;0,696280346;100;0
E coli 7;A3;Standard;;;M22;E coli 7;PBU PBR;SYBR;Standard;0,062;;;;;32,29307069;0,418967957;10;0
F0R02;A3;Feces;0;R02;F13;Sample 39;PBU PBR;SYBR;Sample;0,062;1;;;;13,26390007;0,061722835;449667,7357;15416,91514
F0R03;A3;Feces;0;R03;C7;Sample 17;PBU PBR;SYBR;Sample;0,062;1;;;;13,63814208;0,200699565;366025,8121;41190,83748
F0R10;A3;Feces;0;R10;O10;Sample 101;PBU PBR;SYBR;Sample;0,062;1;;;;13,46584443;1,223050564;475320,3046;355116,3382
F0R11;A3;Feces;0;R11;A4;Sample 2;PBU PBR;SYBR;Sample;0,062;1;;;;14,48878415;0,078972092;226482,321;9950,295176
F0R16;A3;Feces;0;R16;M1;Sample 84;PBU PBR;SYBR;Sample;0,062;1;;;;14,82393833;0,105625981;187814,7767;11140,05407
F0R22;A3;Feces;0;R22;O7;Sample 100;PBU PBR;SYBR;Sample;0,062;1;;;;13,90524906;0,033380355;313873,6215;5899,127638
F0R27;A3;Feces;0;R27;O16;Sample 103;PBU PBR;SYBR;Sample;0,062;1;;;;9,679714983;0,37804923;3394951,945;672805,0252
F0R31;A3;Feces;0;R31;I7;Sample 58;PBU PBR;SYBR;Sample;0,062;1;;;;14,18136046;0,070509353;269006,7762;10673,32317
F0R32;A3;Feces;0;R32;J13;Sample 67;PBU PBR;SYBR;Sample;0,062;1;;;;14,39696751;0,049848767;238341,7439;6607,055871
F0R46;A3;Feces;0;R46;P13;Sample 109;PBU PBR;SYBR;Sample;0,062;1;;;;13,29861745;0,261935071;443920,0706;62405,35625
F12R12;A3;Feces;12;R12;J16;Sample 68;PBU PBR;SYBR;Sample;0,062;1;;;;14,14330699;0,162741953;275428,4388;25484,60798
F12R24;A3;Feces;12;R24;G16;Sample 47;PBU PBR;SYBR;Sample;0,062;1;;;;13,81515637;0,08017606;330302,6705;14832,75479
F12R32;A3;Feces;12;R32;H1;Sample 49;PBU PBR;SYBR;Sample;0,062;1;;;;14,70329601;0,145979324;201153,7002;16199,87554
F12R34;A3;Feces;12;R34;G7;Sample 44;PBU PBR;SYBR;Sample;0,062;1;;;;13,68752364;0,097220631;354894,3427;19427,18026
F12R35;A3;Feces;12;R35;M7;Sample 86;PBU PBR;SYBR;Sample;0,062;1;;;;13,35417005;0,121852863;427986,1323;28877,50142
F12R36;A3;Feces;12;R36;D10;Sample 25;PBU PBR;SYBR;Sample;0,062;1;;;;14,75542393;0,555614697;200903,7865;56201,19995
F12R41;A3;Feces;12;R41;M4;Sample 85;PBU PBR;SYBR;Sample;0,062;1;;;;14,96872094;0,060405865;173048,1477;5808,204497
F12R46;A3;Feces;12;R46;G4;Sample 43;PBU PBR;SYBR;Sample;0,062;1;;;;14,62412923;0,662462662;219098,1845;74389,16271
F12R48;A3;Feces;12;R48;E4;Sample 30;PBU PBR;SYBR;Sample;0,062;1;;;;14,20767142;0,199600326;266061,8584;30637,02577
F16R09;A3;Feces;16;R09;O13;Sample 102;PBU PBR;SYBR;Sample;0,062;1;;;;14,42218687;0,048346388;234994,9471;6316,364232
F16R10;A3;Feces;16;R10;D16;Sample 27;PBU PBR;SYBR;Sample;0,062;1;;;;14,27653443;0,070306606;255041,2766;10138,72347
F16R11;A3;Feces;16;R11;K1;Sample 70;PBU PBR;SYBR;Sample;0,062;1;;;;14,60752299;0,121197361;212099,1597;14529,70508
F16R23;A3;Feces;16;R23;E1;Sample 29;PBU PBR;SYBR;Sample;0,062;1;;;;14,40956779;0,417090836;241097,3803;59071,27506
F16R24;A3;Feces;16;R24;C13;Sample 19;PBU PBR;SYBR;Sample;0,062;1;;;;14,02530349;0,026849311;293448,6871;4420,083241
F16R35;A3;Feces;16;R35;B4;Sample 9;PBU PBR;SYBR;Sample;0,062;1;;;;13,69700483;0,164800468;353649,2223;31733,23662
F16R41;A3;Feces;16;R41;I13;Sample 60;PBU PBR;SYBR;Sample;0,062;1;;;;14,60097947;0,084628078;212707,0295;9944,789898
F16R46;A3;Feces;16;R46;L7;Sample 79;PBU PBR;SYBR;Sample;0,062;1;;;;13,87939435;0,037906874;318462,7841;6751,024912
F20R07;A3;Feces;20;R07;A10;Sample 4;PBU PBR;SYBR;Sample;0,062;1;;;;13,29499773;0,994526685;493642,9212;300338,1277
F20R08;A3;Feces;20;R08;J4;Sample 64;PBU PBR;SYBR;Sample;0,062;1;;;;13,80646748;0,023131469;331709,6194;4287,414557
F20R21;A3;Feces;20;R21;C10;Sample 18;PBU PBR;SYBR;Sample;0,062;1;;;;13,50463823;0,91330319;430682,761;236096,2847
F20R22;A3;Feces;20;R22;K7;Sample 72;PBU PBR;SYBR;Sample;0,062;1;;;;14,32217715;0,254188597;250111,132;34075,57016
F20R23;A3;Feces;20;R23;M16;Sample 89;PBU PBR;SYBR;Sample;0,062;1;;;;14,09765804;0,141174144;282354,4364;21996,14463
F20R31;A3;Feces;20;R31;K13;Sample 74;PBU PBR;SYBR;Sample;0,062;1;;;;14,35212733;0,064092064;244446,1175;8837,741745
F20R41;A3;Feces;20;R41;F10;Sample 38;PBU PBR;SYBR;Sample;0,062;1;;;;14,16131086;0,388219505;276053,6176;56473,93076
F20R42;A3;Feces;20;R42;A13;Sample 5;PBU PBR;SYBR;Sample;0,062;1;;;;14,52276619;0,228650611;223309,5759;29431,74242
F20R46;A3;Feces;20;R46;D4;Sample 23;PBU PBR;SYBR;Sample;0,062;1;;;;14,04386932;0,088952412;290632,1894;14558,52813
F21R07;A3;Feces;21;R07;I10;Sample 59;PBU PBR;SYBR;Sample;0,062;1;;;;13,26065488;0,802301442;483539,2716;233883,0904
F21R08;A3;Feces;21;R08;F4;Sample 37;PBU PBR;SYBR;Sample;0,062;1;;;;13,71366303;0,1649929;350373,6304;31803,85379
F21R11;A3;Feces;21;R11;A16;Sample 6;PBU PBR;SYBR;Sample;0,062;1;;;;14,78345632;0,044963879;191938,1348;4799,23614
F21R32;A3;Feces;21;R32;J10;Sample 66;PBU PBR;SYBR;Sample;0,062;1;;;;14,81335071;0,64842039;196515,5757;62756,35291
F21R33;A3;Feces;21;R33;B13;Sample 12;PBU PBR;SYBR;Sample;0,062;1;;;;14,17187138;0,134013179;270812,42;20618,19195
F21R35;A3;Feces;21;R35;G1;Sample 42;PBU PBR;SYBR;Sample;0,062;1;;;;14,22735647;0,132404147;262515,4245;19865,27191
F21R41;A3;Feces;21;R41;C16;Sample 20;PBU PBR;SYBR;Sample;0,062;1;;;;15,14494372;0,074018756;156813,9328;6577,179052
F21R47;A3;Feces;21;R47;B1;Sample 8;PBU PBR;SYBR;Sample;0,062;1;;;;15,07601891;0,294102724;164378,1731;27230,67747
F21R48;A3;Feces;21;R48;B10;Sample 11;PBU PBR;SYBR;Sample;0,062;1;;;;13,67376784;0,282572927;360247,2971;56064,35331
F8R01;A3;Feces;8;R01;L10;Sample 80;PBU PBR;SYBR;Sample;0,062;1;;;;14,42235346;0,135863308;235372,9678;18097,68827
F8R03;A3;Feces;8;R03;B16;Sample 13;PBU PBR;SYBR;Sample;0,062;1;;;;14,77233823;0,010887858;193098,9307;1175,973503
F8R05;A3;Feces;8;R05;N7;Sample 93;PBU PBR;SYBR;Sample;0,062;1;;;;14,01779287;0,162030575;295459,4593;26100,01148
F8R08;A3;Feces;8;R08;F16;Sample 40;PBU PBR;SYBR;Sample;0,062;1;;;;14,02510219;0,076659045;293638,5555;12452,06974
F8R11;A3;Feces;8;R11;L1;Sample 77;PBU PBR;SYBR;Sample;0,062;1;;;;14,67638424;0,110740787;204023,3517;12873,44027
F8R15;A3;Feces;8;R15;L4;Sample 78;PBU PBR;SYBR;Sample;0,062;1;;;;12,17471466;0,02887639;827397,9796;13325,13175
F8R21;A3;Feces;8;R21;F7;Sample 37;PBU PBR;SYBR;Sample;0,062;1;;;;14,37354483;0,223296397;242709,3008;31070,6385
F8R23;A3;Feces;8;R23;O1;Sample 98;PBU PBR;SYBR;Sample;0,062;1;;;;12,93410665;0,064326219;540921,5851;19588,21717
F8R25;A3;Feces;8;R25;K10;Sample 73;PBU PBR;SYBR;Sample;0,062;1;;;;13,68020285;0,85978436;386560,0101;201949,6841
F8R28;A3;Feces;8;R28;M13;Sample 88;PBU PBR;SYBR;Sample;0,062;1;;;;12,22870587;0,215579778;806554,3743;96012,6589
F8R30;A3;Feces;8;R30;N4;Sample 92;PBU PBR;SYBR;Sample;0,062;1;;;;13,43779248;0,155340187;408785,7674;34657,52038
F8R32;A3;Feces;8;R32;P1;Sample 105;PBU PBR;SYBR;Sample;0,062;1;;;;12,52609945;0,093101823;680132,9587;35721,63556
F8R33;A3;Feces;8;R33;J7;Sample 65;PBU PBR;SYBR;Sample;0,062;1;;;;13,99157663;0,222282378;300575,3787;37557,83661
F8R37;A3;Feces;8;R37;I4;Sample 57;PBU PBR;SYBR;Sample;0,062;1;;;;11,85913081;0,03534652;987422,2181;19554,68579
F8R38;A3;Feces;8;R38;J1;Sample 63;PBU PBR;SYBR;Sample;0,062;1;;;;11,95757296;0,058908398;934666,7555;30911,1998
F8R45;A3;Feces;8;R45;A1;Sample 1;PBU PBR;SYBR;Sample;0,062;1;;;;14,32863564;0,207184266;248693,4829;28958,92955
Il21R12;A3;Ileum;21;R12;E10;Sample 32;PBU PBR;SYBR;Sample;0,062;1;;LOW;;14,98034753;1,548750843;224772,6668;207158,7618
Il21R19;A3;Ileum;21;R19;H16;Sample 54;PBU PBR;SYBR;Sample;0,062;1;;;;16,58504178;0,621612147;72997,96862;27305,79165
Il21R23;A3;Ileum;21;R23;A7;Sample 3;PBU PBR;SYBR;Sample;0,062;1;;;;18,78966664;0,070783205;20358,31149;815,8853635
Il21R34;A3;Ileum;21;R34;G13;Sample 46;PBU PBR;SYBR;Sample;0,062;1;;LOW;;17,16005124;0,082744339;50728,16163;2381,267371
Il21R46;A3;Ileum;21;R46;N13;Sample 95;PBU PBR;SYBR;Sample;0,062;1;;;;20,49991912;0,06620473;7810,386433;289,0839393
Il21R47;A3;Ileum;21;R47;M10;Sample 87;PBU PBR;SYBR;Sample;0,062;1;;Pipetting error. Too much material;Exclude value (outlier);21,78458883;0,154944518;3808,729462;330,1421315
Il8R01;A3;Ileum;8;R01;D7;Sample 24;PBU PBR;SYBR;Sample;0,062;1;;LOW;;14,56340756;0,244486228;218442,2527;30280,70722
Il8R02;A3;Ileum;8;R02;K4;Sample 71;PBU PBR;SYBR;Sample;0,062;1;;;;16,00226999;0,181800723;97294,39249;9980,129639
Il8R05;A3;Ileum;8;R05;N1;Sample 91;PBU PBR;SYBR;Sample;0,062;1;;;;22,81418388;0,084742508;2137,129322;102,7418549
Il8R06;A3;Ileum;8;R06;P4;Sample 106;PBU PBR;SYBR;Sample;0,062;1;;;;20,81028712;0,163854943;6579,262351;592,4010836
Il8R17;A3;Ileum;8;R17;L16;Sample 82;PBU PBR;SYBR;Sample;0,062;0,178;;LOW;;17,53602906;0,031855079;41069,59825;729,7936105
Il8R27;A3;Ileum;8;R27;G10;Sample 45;PBU PBR;SYBR;Sample;0,062;1;;LOW;;15,92800823;1,670639162;138453,898;137655,2322
Il8R39;A3;Ileum;8;R39;O4;Sample 99;PBU PBR;SYBR;Sample;0,062;1;;;;15,24929104;0,069841782;147901,5479;5825,370971
Il8R40;A3;Ileum;8;R40;H4;Sample 50;PBU PBR;SYBR;Sample;0,062;0,486;;LOW;;16,64127554;0,248185343;68211,67969;9108,115094
Mock-09;A3;Mock;;;F1;Sample 36;PBU PBR;SYBR;Sample;0,062;1;<STD curve;;;33,84265116;1,073745437;4,980784528;2,846755645
Mock-10;A3;Mock;;;C4;Sample 16;PBU PBR;SYBR;Sample;0,062;1;<STD curve;;;34,2416544;0,546459586;3,6616059;1,175756146
Mock-11;A3;Mock;;;D13;Sample 26;PBU PBR;SYBR;Sample;0,062;1;<STD curve;;;32,83622069;0,618242783;8,105153093;2,776597104
Mock-12;A3;Mock;;;K16;Sample 75;PBU PBR;SYBR;Sample;0,062;1;<STD curve;;;34,34989217;0,303128063;3,367776083;0,543276816
WTR;A3;WTRQ;;;O22;Vand;PBU PBR;SYBR;Negative Control;0,062;;<STD curve;;;34,25209011;0,308564343;NA;NA
WTRP-10;A3;WTRP;;;B7;Sample 10;PBU PBR;SYBR;Sample;0,062;;<STD curve;;;33,7345871;0,41142119;4,79026108;1,034882731
WTRP-11;A3;WTRP;;;H7;Sample 51;PBU PBR;SYBR;Sample;0,062;;<STD curve;;;34,49862675;0,20950186;3,084256155;0,370498652
WTRP-12;A3;WTRP;;;H13;Sample 53;PBU PBR;SYBR;Sample;0,062;;<STD curve;;;34,04790334;0,267362706;3,981301277;0,598858128
WTRX-2;A3;WTRX;;;I1;Sample 56;PBU PBR;SYBR;Sample;0,062;;<STD curve;;;34,78454072;1,217082542;3,09201751;2,29905819
WTRX-7;A3;WTRX;;;P7;Sample 107;PBU PBR;SYBR;Sample;0,062;;;;;33,57582015;1,904948693;7,576967467;7,99668243
